years_to_retire,salary,investment_amount_per_month,current_savings,monthly_expenses,debt,number_of_dependents,city,goal_savings
17,51600,12000.0,1283250,34700.0,353953,3,Bangalore,3609000.0
19,152100,36000.0,1263753,77900.0,97307,4,Kolkata,9063000.0
30,91600,17200.0,465767,62000.0,106191,5,Chennai,6349000.0
23,78700,8700.0,1324447,50800.0,403834,0,Hyderabad,3606000.0
15,27900,4200.0,735012,15800.0,159746,4,Pune,1453000.0
14,58500,16900.0,820143,29600.0,142680,0,Ahmedabad,3518000.0
2,35700,10200.0,932061,24600.0,131275,1,Kolkata,1165000.0
18,69500,16000.0,389803,40000.0,375777,5,Bangalore,3673000.0
6,40200,5500.0,123952,25400.0,159027,1,Ahmedabad,500000.0
32,110900,13200.0,1574422,60900.0,88156,1,Chennai,6391000.0
21,82300,23900.0,701198,56700.0,400791,3,Kolkata,6424000.0
28,180100,49500.0,196317,97000.0,334840,1,Chennai,15999000.0
27,93800,16800.0,1340757,50600.0,436523,1,Delhi,6513000.0
2,186100,42000.0,340314,125500.0,300925,3,Jaipur,1298000.0
33,97700,27600.0,1889514,50600.0,35616,1,Lucknow,12274000.0
16,56300,7200.0,1057413,37700.0,161926,3,Ahmedabad,2371000.0
22,111600,25400.0,1393577,59400.0,58699,3,Pune,7765000.0
13,104500,29700.0,1110276,66800.0,223033,2,Pune,5512000.0
2,38400,10300.0,1809969,22100.0,315796,5,Pune,2045000.0
14,179700,28300.0,1079400,102300.0,107811,0,Kolkata,5597000.0
28,57900,16800.0,1839859,37700.0,436905,5,Chennai,7203000.0
7,153500,21600.0,1128161,98700.0,47546,1,Pune,2852000.0
18,80900,11500.0,1955755,46200.0,205537,5,Hyderabad,4316000.0
4,43100,5100.0,934023,22700.0,268227,4,Lucknow,1167000.0
30,94900,11700.0,1514329,54400.0,55728,0,Pune,5516000.0
24,108300,27300.0,427699,68100.0,57162,2,Hyderabad,7898000.0
20,61700,9600.0,1587970,30900.0,60408,0,Lucknow,3777000.0
31,112000,30700.0,1166914,75200.0,106986,0,Bangalore,12018000.0
24,163400,44400.0,1605177,112700.0,478026,5,Kolkata,13755000.0
7,98400,12100.0,699765,66500.0,439122,4,Mumbai,1665000.0
26,34800,7200.0,121529,21900.0,182467,1,Hyderabad,2256000.0
13,85600,21200.0,1049022,50600.0,152262,5,Lucknow,4191000.0
8,182200,43100.0,1654217,93900.0,396561,1,Pune,5586000.0
5,41900,5100.0,1331224,27000.0,245696,2,Pune,1622000.0
13,95500,15700.0,1082550,55300.0,64658,0,Lucknow,3410000.0
29,137900,30700.0,1421668,76900.0,382829,0,Ahmedabad,11573000.0
20,30500,6600.0,700073,17300.0,147883,4,Lucknow,2205000.0
14,55900,14700.0,220850,28300.0,376852,2,Pune,2567000.0
32,142600,15900.0,722121,86900.0,208112,5,Pune,6523000.0
27,187100,36700.0,355568,122100.0,303646,1,Mumbai,11654000.0
25,141300,38100.0,70632,93900.0,91105,3,Pune,10931000.0
4,138900,41500.0,1074450,92400.0,275547,5,Chennai,2967000.0
21,39600,5000.0,1841762,20400.0,264076,4,Pune,3039000.0
18,43100,9900.0,1915419,29600.0,441902,0,Delhi,3947000.0
15,186000,18600.0,602759,125100.0,17334,0,Kolkata,3784000.0
24,58400,9900.0,1656493,30500.0,420286,1,Chennai,4366000.0
8,34900,6600.0,1766705,18000.0,496335,1,Jaipur,2369000.0
28,176600,29900.0,1659135,119100.0,235046,2,Jaipur,11205000.0
21,47600,10700.0,660472,32700.0,101439,4,Jaipur,3222000.0
16,196000,20200.0,781827,118900.0,44965,4,Mumbai,4467000.0
16,105700,29800.0,609593,62100.0,134465,0,Jaipur,6046000.0
35,63500,10400.0,1968254,40700.0,474792,4,Jaipur,6118000.0
17,27400,3600.0,986653,17500.0,246731,4,Bangalore,1684000.0
9,78000,14600.0,1691930,49700.0,290376,3,Lucknow,3190000.0
35,41100,8300.0,1978300,27900.0,307931,1,Bangalore,5290000.0
29,66100,7300.0,717047,40800.0,295616,5,Bangalore,3131000.0
18,146900,38200.0,1410428,80600.0,91127,0,Hyderabad,9250000.0
12,127300,31500.0,1102779,83300.0,44289,0,Hyderabad,5413000.0
19,40600,8200.0,1997964,25300.0,61030,4,Bangalore,3774000.0
22,42000,5800.0,347398,26700.0,120121,5,Ahmedabad,1802000.0
15,168400,48000.0,818583,102800.0,55586,4,Ahmedabad,9028000.0
1,92000,23800.0,524155,56300.0,265747,4,Lucknow,796000.0
2,45400,6700.0,1290568,27000.0,126852,5,Delhi,1443000.0
8,126500,31300.0,258786,71400.0,124938,3,Bangalore,3114000.0
22,196800,23700.0,1020836,107000.0,471066,2,Ahmedabad,6966000.0
25,157500,19500.0,1926818,84500.0,61163,3,Jaipur,7485000.0
2,98000,18500.0,1674416,67600.0,474048,2,Hyderabad,2096000.0
9,129900,31200.0,1395533,89700.0,105966,2,Pune,4597000.0
9,75700,21500.0,567374,51800.0,77206,4,Bangalore,2774000.0
13,146500,43100.0,248421,99700.0,182465,0,Ahmedabad,6637000.0
6,24400,5800.0,1166136,12700.0,429345,4,Chennai,1563000.0
30,75100,19300.0,333710,43500.0,87880,5,Jaipur,6935000.0
15,146200,29500.0,1690432,99500.0,264614,3,Kolkata,6736000.0
15,105800,11800.0,1923783,57600.0,258371,0,Pune,3942000.0
7,86300,10800.0,1555657,59000.0,15128,5,Pune,2418000.0
11,83600,24600.0,1160914,58100.0,75522,1,Ahmedabad,4246000.0
2,186500,33300.0,773941,127900.0,326314,4,Jaipur,1533000.0
10,167800,42700.0,603288,100800.0,291961,2,Bangalore,5472000.0
17,51800,7500.0,966456,32300.0,345633,3,Chennai,2420000.0
7,148600,30700.0,1242286,101700.0,479594,5,Ahmedabad,3693000.0
4,189300,24700.0,225985,120500.0,149333,5,Chennai,1352000.0
35,52200,13700.0,134655,36000.0,224649,4,Hyderabad,5602000.0
31,34000,4500.0,1733098,20800.0,251177,1,Chennai,3324000.0
25,130200,31400.0,469731,81400.0,371002,4,Hyderabad,9420000.0
13,141700,18400.0,944641,82000.0,76989,4,Kolkata,3672000.0
18,74100,19500.0,169946,40700.0,101541,0,Delhi,4172000.0
21,78100,15700.0,1887284,39300.0,211765,2,Mumbai,5646000.0
1,185400,33800.0,1050720,102400.0,376036,0,Chennai,1436000.0
8,172900,28900.0,1777409,99000.0,476704,4,Lucknow,4413000.0
21,130600,31000.0,332267,83500.0,292677,5,Pune,7755000.0
21,19300,2300.0,844093,11300.0,104770,3,Kolkata,1395000.0
27,168600,45700.0,1421697,90800.0,208835,5,Lucknow,15490000.0
19,80000,20200.0,899282,44800.0,293957,3,Pune,5275000.0
23,183500,32000.0,1410066,104700.0,142316,1,Kolkata,9802000.0
35,118300,35000.0,1490725,66100.0,146402,5,Jaipur,15458000.0
5,16900,4500.0,1811551,8800.0,94153,0,Hyderabad,2068000.0
8,162400,25000.0,863449,90700.0,345555,5,Chennai,3144000.0
11,123300,34200.0,422533,70500.0,453806,5,Lucknow,4712000.0
16,27300,3300.0,689553,18600.0,155308,3,Bangalore,1292000.0
24,38100,9100.0,1121536,19700.0,146588,1,Hyderabad,3612000.0
21,179200,22600.0,926717,90000.0,276362,0,Bangalore,6338000.0
23,94300,27800.0,923068,60800.0,136585,0,Kolkata,8213000.0
8,198700,21800.0,1963803,112800.0,443851,0,Mumbai,3952000.0
7,110900,16300.0,1984435,74600.0,298079,1,Hyderabad,3285000.0
2,41900,8600.0,1831943,23100.0,19064,0,Pune,2028000.0
30,123100,26700.0,383581,69000.0,228757,3,Pune,9516000.0
13,112900,22900.0,752696,76500.0,439848,3,Chennai,4147000.0
23,128900,32000.0,1312581,76500.0,441726,0,Pune,9704000.0
29,176100,17700.0,1107295,88200.0,343520,5,Pune,6960000.0
20,149400,31800.0,1312666,82500.0,108674,1,Jaipur,8564000.0
33,98300,21900.0,581710,63600.0,466145,4,Mumbai,8822000.0
29,29900,4200.0,1761485,19000.0,14993,0,Bangalore,3150000.0
15,100000,23200.0,1566070,69400.0,174876,0,Delhi,5534000.0
23,135700,31300.0,1247755,93800.0,40219,5,Mumbai,9456000.0
3,115500,23800.0,585080,76400.0,19801,4,Lucknow,1399000.0
29,69100,10500.0,1200614,45300.0,77941,2,Kolkata,4672000.0
8,180600,33100.0,1159788,105800.0,416712,0,Delhi,4179000.0
22,137000,21200.0,1946458,72100.0,328683,1,Jaipur,7264000.0
29,19100,4900.0,1882073,13000.0,466305,0,Pune,3502000.0
2,129300,28900.0,291636,86000.0,252958,4,Bangalore,951000.0
1,123800,16100.0,502799,76100.0,108064,3,Kolkata,686000.0
20,173500,37000.0,1470779,119900.0,333115,4,Ahmedabad,9908000.0
21,90500,25400.0,211039,62100.0,138599,3,Pune,6293000.0
8,63900,17000.0,1587806,40100.0,295158,5,Hyderabad,3138000.0
27,35700,9900.0,1825607,20700.0,158863,0,Delhi,4873000.0
35,191500,54300.0,1154311,125700.0,489375,3,Jaipur,22823000.0
6,117300,16100.0,1351310,76000.0,53318,0,Kolkata,2453000.0
19,75700,18500.0,183656,49000.0,91904,4,Chennai,4191000.0
18,153500,35100.0,1700593,86300.0,225066,4,Chennai,8904000.0
1,106200,11300.0,523667,65000.0,358928,1,Chennai,653000.0
25,45500,11600.0,685471,24600.0,88586,3,Lucknow,3992000.0
27,75700,10700.0,240805,51700.0,140623,4,Delhi,3535000.0
7,81900,23200.0,323465,48600.0,113778,3,Jaipur,2175000.0
29,67000,17900.0,1935957,46400.0,371442,5,Mumbai,7855000.0
31,157600,40000.0,259952,107600.0,478409,0,Bangalore,14398000.0
19,138300,33100.0,1393122,92400.0,378076,0,Bangalore,8564000.0
6,121600,23600.0,1519423,75000.0,223926,4,Ahmedabad,3134000.0
25,146100,37900.0,869982,93300.0,109243,1,Hyderabad,11673000.0
31,53300,14100.0,1840299,33200.0,33608,0,Mumbai,6824000.0
9,38700,4600.0,295071,20000.0,331595,2,Hyderabad,767000.0
20,52100,8700.0,878582,32300.0,90008,3,Pune,2862000.0
10,57600,9400.0,1521860,30800.0,195895,1,Ahmedabad,2594000.0
27,119300,14900.0,1113211,75500.0,84838,4,Kolkata,5700000.0
13,136600,40300.0,622531,88500.0,123080,3,Kolkata,6596000.0
2,85200,18500.0,1177739,53100.0,121260,4,Mumbai,1600000.0
21,91500,19900.0,494973,63700.0,208323,3,Delhi,5260000.0
33,93700,16500.0,1404310,51400.0,141287,3,Hyderabad,7613000.0
24,127300,32300.0,1424572,80600.0,273414,5,Ahmedabad,10263000.0
34,147500,28800.0,1521832,84600.0,450724,2,Pune,12686000.0
9,171800,42700.0,1795611,95600.0,392869,0,Mumbai,6177000.0
2,132100,36400.0,1066737,77000.0,408234,3,Chennai,1897000.0
30,91300,21100.0,171571,63800.0,115837,5,Pune,7389000.0
22,23200,5200.0,522699,14700.0,269305,3,Chennai,1827000.0
11,175500,45200.0,1404306,110700.0,102688,2,Lucknow,7073000.0
17,55700,11200.0,1387842,32700.0,50864,3,Mumbai,3559000.0
13,37900,9900.0,720137,21900.0,435778,4,Lucknow,2188000.0
7,65200,7700.0,1022264,38700.0,21698,4,Mumbai,1637000.0
16,127700,18900.0,886463,81100.0,233585,0,Pune,4334000.0
33,56600,16100.0,1989723,31500.0,7438,1,Ahmedabad,8047000.0
1,136600,18300.0,1078264,76900.0,88679,2,Pune,1287000.0
11,24800,4700.0,574541,16600.0,371454,2,Lucknow,1164000.0
6,181700,35600.0,441022,119400.0,182708,2,Jaipur,2876000.0
20,169900,31200.0,688227,112700.0,154392,4,Kolkata,7803000.0
35,121500,33200.0,1481192,80500.0,437829,1,Delhi,14730000.0
26,58100,14500.0,1844908,33600.0,301978,0,Lucknow,6143000.0
12,128200,33600.0,1131437,77100.0,4359,3,Chennai,5729000.0
30,119800,35700.0,127019,60500.0,366525,4,Kolkata,12338000.0
28,152400,45000.0,1794018,93800.0,350708,4,Bangalore,16160000.0
27,35000,9700.0,760529,18600.0,432078,1,Jaipur,3747000.0
19,88600,18900.0,1575780,50700.0,423523,0,Pune,5670000.0
5,66500,10700.0,1548490,44800.0,197233,1,Hyderabad,2158000.0
5,33000,8100.0,119566,18900.0,234912,0,Kolkata,581000.0
27,54700,15900.0,1146588,32600.0,370399,3,Pune,6041000.0
28,144100,42900.0,530303,81200.0,151753,4,Pune,14226000.0
26,157900,35200.0,409548,104700.0,288196,2,Pune,10844000.0
27,21900,5300.0,618232,12000.0,338771,0,Ahmedabad,2250000.0
21,19400,3000.0,1809693,9700.0,326359,3,Lucknow,2528000.0
1,32300,4500.0,878574,17200.0,213615,3,Delhi,930000.0
28,78600,17900.0,113184,54100.0,125056,2,Delhi,5828000.0
15,181000,26300.0,149147,99700.0,114001,4,Chennai,4647000.0
17,96400,17300.0,1663164,51900.0,169841,3,Mumbai,5016000.0
26,130300,25900.0,1886915,77100.0,297074,5,Mumbai,9565000.0
20,131200,37600.0,456095,72000.0,162776,4,Chennai,9030000.0
25,46800,13800.0,482278,27100.0,267536,1,Lucknow,4416000.0
13,139500,20800.0,491300,74700.0,216049,2,Ahmedabad,3574000.0
33,55600,7000.0,493436,37600.0,450597,5,Mumbai,3127000.0
25,46900,6800.0,1937909,25000.0,334113,3,Ahmedabad,3876000.0
8,96200,19600.0,90043,51000.0,101830,2,Kolkata,1878000.0
5,199600,51200.0,114714,131100.0,315566,2,Bangalore,3034000.0
6,169400,34600.0,1882203,107500.0,333162,3,Bangalore,4249000.0
23,182700,52400.0,1686185,107800.0,160956,0,Kolkata,15428000.0
30,19500,4400.0,646185,11400.0,338433,2,Chennai,2151000.0
14,35400,7000.0,1095391,19000.0,336308,4,Kolkata,2213000.0
23,149500,38000.0,481374,99600.0,45933,5,Ahmedabad,10446000.0
11,101300,29500.0,639381,64700.0,485929,0,Kolkata,4339000.0
31,188100,31300.0,1352665,116700.0,41853,0,Ahmedabad,12416000.0
6,83500,12900.0,1852607,45000.0,184860,1,Jaipur,2735000.0
11,157900,22500.0,1555106,103400.0,461203,0,Chennai,4377000.0
13,191900,39700.0,306609,112300.0,491535,0,Ahmedabad,6191000.0
12,113700,22000.0,838490,74100.0,101225,3,Chennai,3849000.0
2,197100,29500.0,1407186,134000.0,384870,5,Jaipur,2080000.0
35,149300,36500.0,1805531,89600.0,27269,5,Jaipur,16371000.0
17,30700,4900.0,120432,20000.0,269198,4,Bangalore,1070000.0
28,28100,7100.0,335342,15500.0,416962,4,Lucknow,2602000.0
28,65000,17400.0,1051910,37200.0,140595,0,Jaipur,6607000.0
22,32000,8700.0,1998825,21100.0,388490,0,Hyderabad,4181000.0
7,173200,22400.0,1143600,87700.0,401580,5,Hyderabad,2931000.0
15,122600,19800.0,1750969,80200.0,14768,3,Jaipur,5137000.0
32,158500,32500.0,1912728,90000.0,364681,3,Chennai,13770000.0
11,47000,12600.0,1509944,32800.0,298823,0,Bangalore,3090000.0
24,126000,22700.0,600258,86500.0,208793,4,Chennai,6812000.0
3,194700,45200.0,1979207,118200.0,296870,1,Kolkata,3525000.0
30,71800,13700.0,1178925,37100.0,35129,3,Ahmedabad,5865000.0
6,151100,16000.0,911702,97000.0,321742,5,Pune,2006000.0
2,83100,13600.0,107097,43100.0,315574,4,Delhi,417000.0
14,78100,19600.0,1918455,40800.0,143416,3,Kolkata,5047000.0
18,133900,32900.0,285793,76200.0,80193,1,Hyderabad,7038000.0
31,182600,50500.0,692985,118900.0,273128,2,Mumbai,18542000.0
13,124300,27200.0,53408,68400.0,334078,0,Kolkata,4085000.0
26,122600,31100.0,214123,83800.0,312117,2,Mumbai,9434000.0
12,25100,4600.0,1435350,14700.0,364032,5,Delhi,2065000.0
18,171000,29100.0,355433,111100.0,87343,3,Bangalore,6328000.0
9,150900,25300.0,1989469,81200.0,459318,3,Ahmedabad,4586000.0
21,118300,15600.0,320914,66900.0,316569,4,Mumbai,4056000.0
24,159400,29900.0,879039,93000.0,299838,1,Mumbai,9061000.0
34,157300,41200.0,719728,85300.0,457667,4,Jaipur,16691000.0
8,102800,10500.0,1675223,70100.0,72808,5,Kolkata,2633000.0
33,73600,15800.0,1534128,49900.0,148685,5,Jaipur,7479000.0
23,89500,12000.0,745974,52000.0,354673,4,Chennai,3893000.0
13,194900,48500.0,281850,135000.0,83172,1,Jaipur,7471000.0
14,135800,17400.0,250092,70800.0,269480,2,Delhi,3028000.0
14,40900,5400.0,1886295,20500.0,480878,2,Bangalore,2748000.0
16,198600,21600.0,362740,131100.0,351008,3,Ahmedabad,4303000.0
26,160000,30200.0,1671271,86900.0,66514,3,Delhi,10624000.0
26,76100,17500.0,289219,49700.0,420678,1,Kolkata,5477000.0
1,125900,19900.0,1782083,81300.0,454959,3,Lucknow,2009000.0
32,43500,4700.0,1036765,29800.0,180178,0,Hyderabad,2752000.0
15,178700,51200.0,1719372,97800.0,307360,3,Delhi,10476000.0
21,155800,42400.0,192668,107700.0,457781,1,Bangalore,10345000.0
18,194000,37400.0,1332928,100500.0,38983,4,Ahmedabad,9009000.0
30,178800,47300.0,194172,119300.0,48113,5,Ahmedabad,16373000.0
13,138900,36100.0,572054,80500.0,321512,5,Ahmedabad,5923000.0
24,153300,32500.0,927163,77600.0,492676,0,Chennai,9820000.0
30,164300,33700.0,977085,94600.0,403536,4,Mumbai,12504000.0
2,62000,14300.0,948388,41500.0,36602,5,Delhi,1274000.0
19,96100,23500.0,534034,59200.0,11245,3,Ahmedabad,5625000.0
25,23600,6200.0,1513333,11800.0,323311,1,Mumbai,3281000.0
14,33200,7100.0,543047,20800.0,486032,2,Mumbai,1676000.0
6,66500,16600.0,1715484,34600.0,492547,1,Mumbai,2851000.0
12,117700,16100.0,688643,69300.0,169358,3,Mumbai,2891000.0
20,163900,40800.0,584329,86900.0,97326,1,Hyderabad,9888000.0
23,22100,2500.0,1023091,13900.0,336815,0,Delhi,1679000.0
30,167300,38800.0,495982,115400.0,478215,5,Bangalore,13768000.0
30,66100,16000.0,501100,33400.0,416597,3,Jaipur,5974000.0
30,164400,48300.0,1421789,84600.0,130651,4,Delhi,17943000.0
30,64100,11800.0,1184712,42000.0,201764,0,Lucknow,5221000.0
34,193900,23800.0,1054584,100800.0,21466,1,Kolkata,10281000.0
16,107100,17900.0,725725,72900.0,340416,4,Hyderabad,3991000.0
24,175400,32200.0,1197570,117900.0,470596,0,Lucknow,10009000.0
14,143000,36300.0,353928,100100.0,188373,2,Mumbai,6148000.0
26,72900,10000.0,1993556,39600.0,444145,5,Lucknow,4958000.0
8,157100,21000.0,1647697,102600.0,411648,5,Bangalore,3563000.0
14,84500,12200.0,242593,53500.0,342175,2,Hyderabad,2190000.0
31,66300,9700.0,1710432,38800.0,169909,4,Hyderabad,5139000.0
2,31700,9000.0,413252,18300.0,68485,1,Mumbai,618000.0
4,136100,18000.0,514759,88500.0,203169,0,Hyderabad,1336000.0
1,167700,30600.0,393229,96000.0,431797,4,Pune,742000.0
20,70600,12800.0,807432,35700.0,211744,5,Ahmedabad,3726000.0
14,112200,14100.0,1829495,68700.0,117406,3,Bangalore,4080000.0
25,80500,9800.0,1364181,54500.0,129251,4,Hyderabad,4158000.0
25,76400,21500.0,1541419,38800.0,294880,5,Pune,7670000.0
3,24300,6500.0,526050,13400.0,58281,3,Kolkata,748000.0
5,20600,5900.0,1850495,10800.0,472369,0,Lucknow,2187000.0
26,137500,22500.0,666345,75000.0,367550,4,Jaipur,7336000.0
4,165700,34000.0,1451155,86000.0,158192,2,Bangalore,3002000.0
7,62000,9400.0,814270,41800.0,31560,1,Pune,1565000.0
30,24100,4300.0,217214,13000.0,269644,4,Kolkata,1688000.0
30,140500,36400.0,1202735,76400.0,299500,4,Jaipur,13653000.0
19,157500,30800.0,114005,96700.0,436699,2,Mumbai,6786000.0
35,58700,7200.0,1812545,37600.0,421552,4,Chennai,4686000.0
33,160000,16100.0,123362,106000.0,174158,3,Delhi,6181000.0
33,196200,28900.0,607583,131300.0,26782,0,Pune,11481000.0
14,63900,8700.0,317503,33300.0,298388,5,Mumbai,1706000.0
10,110500,28600.0,466598,60400.0,429334,3,Bangalore,3727000.0
28,134200,31300.0,110146,70100.0,319276,5,Lucknow,10103000.0
14,49300,13200.0,1399159,32700.0,320397,5,Chennai,3506000.0
16,77700,14300.0,1837366,46400.0,214186,4,Hyderabad,4446000.0
21,33300,7200.0,1365209,21400.0,88013,0,Mumbai,3089000.0
28,198500,36400.0,959716,120200.0,179428,2,Pune,12580000.0
33,164900,23800.0,1363744,88900.0,409803,1,Ahmedabad,10319000.0
6,184300,41700.0,1795530,98800.0,60467,5,Mumbai,4648000.0
15,56000,10000.0,1916834,28900.0,212593,1,Hyderabad,3627000.0
3,185700,27800.0,881642,112000.0,355978,3,Mumbai,1833000.0
35,20900,6000.0,1103202,10800.0,58597,2,Chennai,3498000.0
14,192100,23400.0,259037,109500.0,38111,0,Lucknow,3994000.0
2,58800,15000.0,225228,36100.0,442311,0,Delhi,567000.0
29,153100,32100.0,482566,101300.0,28857,0,Delhi,11096000.0
4,42300,10700.0,679059,29100.0,227040,3,Jaipur,1167000.0
26,106900,12600.0,1301035,58600.0,18029,5,Chennai,5036000.0
12,173500,30900.0,221976,99000.0,265751,2,Chennai,4450000.0
2,91900,23800.0,912103,51100.0,39319,0,Delhi,1455000.0
17,59500,15600.0,1292799,30500.0,43861,4,Lucknow,4317000.0
35,152900,39400.0,811303,94100.0,32802,1,Kolkata,16534000.0
10,124700,31000.0,255638,81400.0,109372,0,Pune,3790000.0
22,143500,25200.0,1823686,97100.0,180346,5,Ahmedabad,8145000.0
21,60300,14700.0,989864,36000.0,212322,2,Hyderabad,4510000.0
15,103400,12600.0,336450,55900.0,282518,0,Pune,2491000.0
35,35500,4700.0,1527222,23600.0,207544,3,Ahmedabad,3403000.0
21,84500,17600.0,1162867,54300.0,81967,3,Lucknow,5377000.0
21,55500,11700.0,1839427,36200.0,106728,2,Chennai,4641000.0
21,74300,14400.0,598177,38700.0,367961,1,Bangalore,4046000.0
32,89000,22000.0,1890571,52900.0,27115,4,Mumbai,9917000.0
5,36400,7700.0,1090904,18300.0,227871,1,Chennai,1530000.0
9,41400,4700.0,141537,28400.0,284187,3,Delhi,624000.0
18,23600,6500.0,1221180,14100.0,268655,5,Lucknow,2555000.0
21,18700,4200.0,384232,9800.0,167722,0,Hyderabad,1390000.0
8,157500,44000.0,398602,97800.0,421478,5,Kolkata,4412000.0
34,60600,11300.0,865036,40100.0,167953,2,Jaipur,5246000.0
10,152000,15300.0,497987,81900.0,381572,0,Delhi,2242000.0
24,30000,7600.0,1196731,19100.0,454519,5,Chennai,3276000.0
24,102900,21900.0,844062,53900.0,129350,0,Bangalore,6837000.0
32,186300,19400.0,1217942,117600.0,5341,3,Mumbai,8296000.0
33,188300,40400.0,622774,120500.0,498090,3,Jaipur,15824000.0
34,75300,21600.0,1660119,46700.0,469258,4,Chennai,10034000.0
11,64900,9200.0,348246,44500.0,373645,4,Pune,1502000.0
31,79100,12400.0,1370335,46800.0,253648,3,Delhi,5753000.0
18,138400,31800.0,290214,82600.0,24992,1,Lucknow,6817000.0
23,191700,50600.0,244097,101200.0,74379,3,Chennai,13513000.0
22,48500,11100.0,1940023,28200.0,492111,1,Lucknow,4724000.0
18,183100,42900.0,574751,119600.0,370886,2,Lucknow,9379000.0
20,147000,24300.0,622836,74000.0,52579,2,Hyderabad,6164000.0
13,21000,2100.0,1168754,11600.0,168459,1,Jaipur,1480000.0
1,167300,44800.0,144931,95200.0,235980,5,Delhi,656000.0
4,43600,13000.0,666856,30500.0,179158,2,Pune,1260000.0
24,86300,23600.0,482811,60200.0,76425,5,Kolkata,6941000.0
2,82400,14800.0,1558273,49700.0,157612,4,Hyderabad,1896000.0
28,92500,15800.0,1027661,58800.0,95842,4,Ahmedabad,6072000.0
26,174500,50900.0,1220775,101100.0,219811,2,Pune,16310000.0
23,42700,12700.0,486326,21500.0,421951,0,Hyderabad,3817000.0
15,37200,8300.0,132146,21300.0,477030,0,Delhi,1552000.0
27,177000,35900.0,401335,91800.0,110598,4,Kolkata,11453000.0
6,38700,7900.0,160531,20300.0,148271,0,Chennai,701000.0
35,171500,24100.0,1250396,92400.0,366781,5,Delhi,10868000.0
35,170200,41800.0,693308,116900.0,410279,0,Delhi,17374000.0
10,15000,2000.0,1625119,9600.0,39002,1,Pune,1853000.0
30,157200,22300.0,551580,102000.0,8915,2,Pune,8179000.0
29,40600,9500.0,1051602,21900.0,343918,4,Ahmedabad,4193000.0
4,95900,26300.0,853178,62900.0,39735,0,Kolkata,2053000.0
5,156200,36400.0,150310,93400.0,264924,3,Delhi,2225000.0
4,186200,36300.0,1357415,125200.0,59919,2,Bangalore,3013000.0
16,19200,4600.0,229766,11000.0,90274,1,Ahmedabad,1069000.0
25,52100,10000.0,1727333,28100.0,100639,1,Ahmedabad,4578000.0
14,129800,30000.0,1430379,90100.0,301415,5,Kolkata,6219000.0
11,127700,32700.0,103987,83900.0,177369,2,Jaipur,4205000.0
29,91000,9400.0,648351,63400.0,493183,0,Pune,3756000.0
34,17400,2500.0,1046524,11800.0,330585,3,Pune,2016000.0
22,42200,10200.0,905338,27000.0,466352,4,Jaipur,3464000.0
14,95900,17300.0,1913337,55300.0,410946,1,Ahmedabad,4675000.0
24,45700,9300.0,109507,28500.0,104489,3,Hyderabad,2654000.0
26,149100,35300.0,69726,92200.0,57281,3,Kolkata,10534000.0
16,121600,25000.0,379241,63600.0,341499,3,Chennai,4940000.0
32,169300,45300.0,1175162,102900.0,87718,0,Lucknow,17703000.0
6,74500,13100.0,309767,47900.0,187451,3,Delhi,1206000.0
34,54500,13000.0,351349,27900.0,200485,2,Chennai,5391000.0
8,90600,16800.0,368272,59500.0,323965,1,Bangalore,1901000.0
